desshift,id,desvalue,address,hair_color,license_number,desfontcolor,srcregionfontcolor,srcfontsize,desname,srcfontstyle,srcregionfontsize,srcregionbbox,desregionbbox,name,srcvalue,desregionfontcolor,srcfontcolor,srcbbox,desfontsize,desregionvalue,fraudpattern,desbbox,ethnicity,eye_color,desfontstyle,id_stripped,desregionfontsize,is_donor,srcregionfontstyle,is_fraud,weight,expire_date,birthday,desregionfontstyle,height,issue_date,class,srcregionvalue,gender,srcname,srcshift,is_veteran
,generated.photos_v3_0049178,,"25 9th Street, Florence, AZ 85132",BLK,D21279436,,,,,,,,,Elias Salazar,,,,,,,,,latino,BRO,,generated.photos_v3_0049178,,False,,False,194 lb,2026-08-08,1999-11-09,,5'-05'',2021-08-08,C,,M,,,False
,generated.photos_v3_0103918,,"427 Nogales Highway, Sahuarita, AZ 85629",BLK,D15511509,,,,,,,,,Joel Cruz,,,,,,,,,latino,BRO,,generated.photos_v3_0103918,,False,,False,237 lb,2026-07-23,1999-11-21,,5'-03'',2021-07-23,B,,M,,,False
,generated.photos_v3_0086090,,"643 Cottonwood Lane, Casa Grande, AZ 85122",BLN,D64987853,,,,,,,,,Annie Hall,,,,,,,,,white,GRE,,generated.photos_v3_0086090,,True,,False,114 lb,2029-08-07,1988-04-19,,7'-11'',2024-08-07,C,,F,,,False
,generated.photos_v3_0102179,,"65 Goldwater Boulevard, Scottsdale, AZ 85250",BLK,D21583669,,,,,,,,,Ramon Valdez,,,,,,,,,latino,BRO,,generated.photos_v3_0102179,,False,,False,119 lb,2026-11-18,1993-12-13,,5'-09'',2021-11-18,A,,M,,,False
,generated.photos_v3_0044110,,"33 Apache Boulevard, Tempe, AZ 85281",BRO,D10719770,,,,,,,,,Paisley Moore,,,,,,,,,white,BRO,,generated.photos_v3_0044110,,False,,False,146 lb,2025-09-01,1997-12-03,,6'-10'',2020-09-01,A,,F,,,False
,generated.photos_v3_0056299,,"43 Val Vista Drive, Gilbert, AZ 85233",BRO,D33354178,,,,,,,,,Sofia Young,,,,,,,,,white,BRO,,generated.photos_v3_0056299,,False,,False,175 lb,2027-12-20,1988-10-17,,6'-09'',2022-12-20,C,,F,,,False
,generated.photos_v3_0027474,,"394 Oracle Road, Oro Valley, AZ 85737",BLN,D84694425,,,,,,,,,Amelia Roberta,,,,,,,,,white,BLU,,generated.photos_v3_0027474,,False,,False,134 lb,2027-03-10,1995-11-19,,7'-05'',2022-03-10,C,,F,,,False
,generated.photos_v3_0075454,,"3 Acoma Boulevard, Lake Havasu City, AZ 86403",BLK,D93239669,,,,,,,,,Antonio Rojas,,,,,,,,,latino,BRO,,generated.photos_v3_0075454,,False,,False,178 lb,2029-10-23,1991-06-24,,5'-00'',2024-10-23,D,,M,,,False
,generated.photos_v3_0096917,,"6070 11th Street, Douglas, AZ 85607",BRO,D90461307,,,,,,,,,Luna Trump,,,,,,,,,white,GRA,,generated.photos_v3_0096917,,True,,False,147 lb,2027-07-19,1994-03-06,,5'-04'',2022-07-19,D,,F,,,False
,generated.photos_v3_0039662,,"340 Smoketree Avenue, Lake Havasu City, AZ 86403",BLN,D23347677,,,,,,,,,Camila Martin,,,,,,,,,white,GRA,,generated.photos_v3_0039662,,False,,False,153 lb,2027-04-27,1994-10-09,,5'-09'',2022-04-27,A,,F,,,False
,generated.photos_v3_0035017,,"75 Central Avenue, Phoenix, AZ 85001",BRO,D82350447,,,,,,,,,Javier Flores,,,,,,,,,latino,BRO,,generated.photos_v3_0035017,,True,,False,118 lb,2028-04-03,1996-06-26,,7'-07'',2023-04-03,C,,M,,,False
,generated.photos_v3_0062615,,"98 Avenue C, Yuma, AZ 85364",BRO,D51138379,,,,,,,,,Ava Baker,,,,,,,,,white,BRO,,generated.photos_v3_0062615,,False,,False,153 lb,2029-03-02,1994-01-29,,7'-09'',2024-03-02,C,,F,,,False
,generated.photos_v3_0065185,,"25 Desert Sky Boulevard, Bullhead City, AZ 86442",BLK,D89065493,,,,,,,,,Kazuki Bhattacharya,,,,,,,,,asian,BRO,,generated.photos_v3_0065185,,False,,False,137 lb,2027-04-16,2001-07-02,,7'-04'',2022-04-16,D,,M,,,False
,generated.photos_v3_0057645,,"7437 Avenue B, Yuma, AZ 85364",BLN,D68841923,,,,,,,,,Tyler Walker,,,,,,,,,white,BRO,,generated.photos_v3_0057645,,False,,False,142 lb,2026-12-01,1981-12-24,,6'-00'',2021-12-01,B,,M,,,False
,generated.photos_v3_0022594,,"5231 24th Street, Yuma, AZ 85364",BLK,D41095655,,,,,,,,,Claire Guerrero,,,,,,,,,latino,BRO,,generated.photos_v3_0022594,,False,,False,153 lb,2029-08-19,1998-10-15,,6'-05'',2024-08-19,C,,F,,,False
,generated.photos_v3_0005659,,"6379 Union Street, Prescott, AZ 86301",BRO,D57616407,,,,,,,,,Frank Stephenson,,,,,,,,,white,BRO,,generated.photos_v3_0005659,,False,,False,161 lb,2028-03-08,2003-06-20,,5'-06'',2023-03-08,A,,M,,,False
,generated.photos_v3_0018393,,"5715 Houghton Road, Sahuarita, AZ 85629",BLK,D45261508,,,,,,,,,Suresh Abe,,,,,,,,,asian,BRO,,generated.photos_v3_0018393,,False,,False,198 lb,2027-08-10,1999-03-28,,5'-07'',2022-08-10,D,,M,,,False
,generated.photos_v3_0071325,,"177 Dobson Road, Chandler, AZ 85224",BLK,D67297267,,,,,,,,,Isabella Castillo,,,,,,,,,latino,BRO,,generated.photos_v3_0071325,,False,,False,191 lb,2029-04-24,1995-06-13,,7'-06'',2024-04-24,C,,F,,,False
,generated.photos_v3_0062371,,"7377 S. Jamaica Boulevard, Lake Havasu City, AZ 86403",BLK,D90845989,,,,,,,,,Raul Castro,,,,,,,,,latino,BRO,,generated.photos_v3_0062371,,False,,False,215 lb,2028-01-08,1993-03-16,,7'-02'',2023-01-08,A,,M,,,True
,generated.photos_v3_0004792,,"6 Desert Sky Boulevard, Bullhead City, AZ 86442",BRO,D04683495,,,,,,,,,Ava Medina,,,,,,,,,latino,BRO,,generated.photos_v3_0004792,,False,,False,174 lb,2027-08-17,1993-01-10,,5'-06'',2022-08-17,D,,F,,,False
,generated.photos_v3_0071494,,"7602 Rainbow Road, Buckeye, AZ 85326",BRO,D72459002,,,,,,,,,Chalin Kang,,,,,,,,,asian,BRO,,generated.photos_v3_0071494,,False,,False,186 lb,2026-02-12,1988-10-01,,5'-10'',2021-02-12,D,,F,,,True
,generated.photos_v3_0087470,,"3303 N. Dysart Road, El Mirage, AZ 85335",BLK,D13698540,,,,,,,,,Kazuki Gupta,,,,,,,,,asian,BRO,,generated.photos_v3_0087470,,True,,False,176 lb,2028-12-26,1996-11-19,,5'-11'',2023-12-26,C,,M,,,False
,generated.photos_v3_0004023,,"24 Litchfield Road, Surprise, AZ 85374",BRO,D16534331,,,,,,,,,Samuel Johnson,,,,,,,,,white,BRO,,generated.photos_v3_0004023,,False,,False,114 lb,2026-04-26,1997-04-09,,7'-02'',2021-04-26,C,,M,,,False
,generated.photos_v3_0058749_0041322_0519554,,"8925 W. Mingus Avenue, Cottonwood, AZ 86326",BLK,D94501424,,,,,,,,,Shaquita Morgan,,,,,,,,,black,BRO,,generated.photos_v3_0058749_0041322_0519554,,False,,False,190 lb,2025-10-31,1992-02-10,,6'-05'',2020-10-31,D,,F,,,False
,generated.photos_v3_0059996_0728435_0545093,,"3708 67th Avenue, Glendale, AZ 85301",BLK,D29603302,,,,,,,,,Kesha Collins,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0545093,,False,,False,117 lb,2026-07-31,1993-05-15,,6'-10'',2021-07-31,C,,F,,,False
,generated.photos_v3_0010678,,"5744 Bailey Street, Florence, AZ 85132",BRO,D48682728,,,,,,,,,Hailey Alvarez,,,,,,,,,latino,BRO,,generated.photos_v3_0010678,,False,,False,169 lb,2025-09-17,1994-02-17,,6'-07'',2020-09-17,C,,F,,,True
,generated.photos_v3_0108166_0459351_0329079,,"623 Olive Avenue, Peoria, AZ 85345",BLK,D62956798,,,,,,,,,Tyrell Young,,,,,,,,,black,BRO,,generated.photos_v3_0108166_0459351_0329079,,False,,False,246 lb,2029-06-17,1994-07-05,,7'-03'',2024-06-17,A,,M,,,False
,generated.photos_v3_0051354,,"91 F Avenue, Douglas, AZ 85607",BLK,D19040723,,,,,,,,,Rogelio Vega,,,,,,,,,latino,BRO,,generated.photos_v3_0051354,,False,,False,118 lb,2029-07-28,1995-09-10,,6'-10'',2024-07-28,C,,M,,,False
,generated.photos_v3_0076134_0766168_0496271,,"3210 43rd Avenue, Glendale, AZ 85301",BLK,D87458714,,,,,,,,,Tariq Smith,,,,,,,,,black,BRO,,generated.photos_v3_0076134_0766168_0496271,,False,,False,102 lb,2026-04-12,1998-11-18,,5'-06'',2021-04-12,A,,M,,,False
,generated.photos_v3_0010320,,"578 Bailey Street, Florence, AZ 85132",BRO,D61975703,,,,,,,,,Adriana Vargas,,,,,,,,,latino,BRO,,generated.photos_v3_0010320,,False,,False,167 lb,2026-01-29,1999-05-26,,5'-06'',2021-01-29,D,,F,,,False
,generated.photos_v3_0102056,,"4377 F Avenue, Douglas, AZ 85607",BRO,D95940713,,,,,,,,,Natalia Castillo,,,,,,,,,latino,BRO,,generated.photos_v3_0102056,,False,,False,136 lb,2026-08-28,2006-02-01,,6'-01'',2021-08-28,A,,F,,,False
,generated.photos_v3_0043778,,"77 Monroe Street, Phoenix, AZ 85001",BRO,D69222013,,,,,,,,,Jing Zhou,,,,,,,,,asian,BRO,,generated.photos_v3_0043778,,False,,False,170 lb,2025-02-22,2000-06-09,,7'-10'',2020-02-22,C,,F,,,False
,generated.photos_v3_0042467,,"957 Oakmont Drive, Sierra Vista, AZ 85635",BRO,D94920218,,,,,,,,,Julio Romero,,,,,,,,,latino,BRO,,generated.photos_v3_0042467,,False,,False,126 lb,2029-03-06,1989-05-28,,5'-03'',2024-03-06,B,,M,,,False
,generated.photos_v3_0098814,,"47 Bradford Road, Payson, AZ 85541",BLK,D37331450,,,,,,,,,Angel Reyes,,,,,,,,,latino,BRO,,generated.photos_v3_0098814,,False,,False,179 lb,2029-08-31,1988-03-09,,7'-06'',2024-08-31,A,,M,,,False
,generated.photos_v3_0100697,,"410 43rd Avenue, Glendale, AZ 85301",BLK,D80613365,,,,,,,,,Alberto Lara,,,,,,,,,latino,BRO,,generated.photos_v3_0100697,,False,,False,159 lb,2025-02-12,2000-04-29,,6'-11'',2020-02-12,B,,M,,,False
,generated.photos_v3_0096811,,"7 Estrella Parkway, Goodyear, AZ 85338",BRO,D66324021,,,,,,,,,Melanie Nunez,,,,,,,,,latino,BRO,,generated.photos_v3_0096811,,False,,False,164 lb,2028-01-26,1987-11-09,,5'-07'',2023-01-26,A,,F,,,True
,generated.photos_v3_0095883,,"3640 White Spar Road, Prescott, AZ 86301",BRO,D22879990,,,,,,,,,Emily Alvarez,,,,,,,,,latino,BRO,,generated.photos_v3_0095883,,False,,False,185 lb,2025-02-04,1995-07-16,,6'-09'',2020-02-04,C,,F,,,False
,generated.photos_v3_0075963,,"972 S. Palo Verde Boulevard, Lake Havasu City, AZ 86403",BLK,D01990350,,,,,,,,,Reina Chua,,,,,,,,,asian,BRO,,generated.photos_v3_0075963,,False,,False,127 lb,2025-02-23,2000-09-27,,6'-07'',2020-02-23,C,,F,,,True
,generated.photos_v3_0052304,,"2455 Rancho Santa Fe Boulevard, Avondale, AZ 85323",BRO,D19656519,,,,,,,,,John Baker,,,,,,,,,white,BRO,,generated.photos_v3_0052304,,True,,False,197 lb,2027-12-18,1992-10-09,,5'-07'',2022-12-18,D,,M,,,False
,generated.photos_v3_0087505,,"611 7th Street, Eloy, AZ 85131",BRO,D79058879,,,,,,,,,Ji-eun Kang,,,,,,,,,asian,BRO,,generated.photos_v3_0087505,,False,,False,189 lb,2029-06-11,1995-01-12,,5'-06'',2024-06-11,B,,F,,,False
,generated.photos_v3_0057283,,"46 Thomas Road, Avondale, AZ 85323",BRO,D37383257,,,,,,,,,Alexa Juarez,,,,,,,,,latino,BRO,,generated.photos_v3_0057283,,False,,False,125 lb,2025-09-03,1991-07-07,,5'-08'',2020-09-03,A,,F,,,False
,generated.photos_v3_0090910,,"54 Chandler Boulevard, Chandler, AZ 85224",BLK,D56928471,,,,,,,,,Santiago Espinoza,,,,,,,,,latino,BRO,,generated.photos_v3_0090910,,False,,False,249 lb,2025-06-07,1998-10-05,,6'-09'',2020-06-07,D,,M,,,False
,generated.photos_v3_0066925_0430782_0783636,,"698 51st Avenue, Glendale, AZ 85301",BLK,D42764174,,,,,,,,,Tyrone Watson,,,,,,,,,black,BRO,,generated.photos_v3_0066925_0430782_0783636,,False,,False,125 lb,2029-11-14,2003-10-18,,5'-04'',2024-11-14,B,,M,,,False
,generated.photos_v3_0095713,,"8993 Avenue A, Yuma, AZ 85364",BLK,D65997302,,,,,,,,,Emilio Gonzalez,,,,,,,,,latino,BRO,,generated.photos_v3_0095713,,False,,False,244 lb,2029-12-26,1981-01-18,,6'-06'',2024-12-26,C,,M,,,False
,generated.photos_v3_0077407_0498177_0992535,,"19 Broadway Boulevard, Tucson, AZ 85701",BLK,D34734424,,,,,,,,,Khalil Green,,,,,,,,,black,BRO,,generated.photos_v3_0077407_0498177_0992535,,False,,False,141 lb,2028-12-27,2002-05-22,,5'-05'',2023-12-27,A,,M,,,False
,generated.photos_v3_0092929,,"421 Bowlin Road, Maricopa, AZ 85138",BRO,D52117052,,,,,,,,,Emma Brown,,,,,,,,,white,BRO,,generated.photos_v3_0092929,,False,,False,105 lb,2029-02-16,1994-02-07,,6'-08'',2024-02-16,B,,F,,,False
,generated.photos_v3_0038056,,"24 Park Avenue, Tucson, AZ 85701",BRO,D64045145,,,,,,,,,Yumiko Yamamoto,,,,,,,,,asian,BRO,,generated.photos_v3_0038056,,False,,False,188 lb,2026-11-02,1997-10-25,,6'-06'',2021-11-02,C,,F,,,True
,generated.photos_v3_0030185,,"611 Yuma Road, Buckeye, AZ 85326",BRO,D56815798,,,,,,,,,Eleanor Bennett,,,,,,,,,white,BRO,,generated.photos_v3_0030185,,False,,False,150 lb,2029-11-21,1986-07-01,,6'-00'',2024-11-21,B,,F,,,True
,generated.photos_v3_0009704,,"798 Rancho Santa Fe Boulevard, Avondale, AZ 85323",BRO,D83210567,,,,,,,,,Hyejin Choudhury,,,,,,,,,asian,BRO,,generated.photos_v3_0009704,,False,,False,138 lb,2027-04-08,1997-04-13,,5'-06'',2022-04-08,C,,F,,,False
,generated.photos_v3_0040476,,"9230 Linda Vista Boulevard, Oro Valley, AZ 85737",BRO,D55697558,,,,,,,,,Mark Brown,,,,,,,,,white,BRO,,generated.photos_v3_0040476,,False,,False,200 lb,2026-01-16,1999-11-07,,5'-03'',2021-01-16,C,,M,,,True
,generated.photos_v3_0079389_0840669_0344435,,"7854 Superstition Boulevard, Apache Junction, AZ 85120",BRO,D46429839,,,,,,,,,Shakira Carter,,,,,,,,,black,BRO,,generated.photos_v3_0079389_0840669_0344435,,False,,False,153 lb,2026-08-29,1994-11-08,,5'-03'',2021-08-29,C,,F,,,True
,generated.photos_v3_0048943,,"1698 Williams Field Road, Gilbert, AZ 85233",BRO,D02237297,,,,,,,,,Aja Wells,,,,,,,,,black,BRO,,generated.photos_v3_0048943,,False,,False,166 lb,2028-04-20,1996-11-09,,5'-06'',2023-04-20,D,,F,,,False
,generated.photos_v3_0021726_0081156_0981147,,"53 Monroe Street, Phoenix, AZ 85001",BRO,D47677549,,,,,,,,,Tanisha Bryant,,,,,,,,,black,BRO,,generated.photos_v3_0021726_0081156_0981147,,True,,False,155 lb,2029-07-12,1996-09-28,,5'-10'',2024-07-12,B,,F,,,False
,generated.photos_v3_0076105,,"6 County 17th Street, Somerton, AZ 85350",BLK,D14852364,,,,,,,,,Miguel Medina,,,,,,,,,latino,BRO,,generated.photos_v3_0076105,,False,,False,146 lb,2027-07-16,1990-09-04,,5'-09'',2022-07-16,C,,M,,,False
,generated.photos_v3_0107071,,"183 Landon Drive, Bullhead City, AZ 86442",BLN,D15660779,,,,,,,,,Avery Phillips,,,,,,,,,white,GRA,,generated.photos_v3_0107071,,False,,False,170 lb,2029-09-24,1972-07-27,,6'-00'',2024-09-24,B,,F,,,False
,generated.photos_v3_0069564_0461624_0036262,,"990 5th Street, Tucson, AZ 85701",BLK,D89687398,,,,,,,,,Tyrell Hill,,,,,,,,,black,BRO,,generated.photos_v3_0069564_0461624_0036262,,False,,False,171 lb,2027-09-29,1996-03-29,,7'-01'',2022-09-29,D,,M,,,False
,generated.photos_v3_0100245_0367319_0077693,,"89 Acoma Boulevard, Lake Havasu City, AZ 86403",BLK,D26872860,,,,,,,,,Julio Soto,,,,,,,,,latino,BRO,,generated.photos_v3_0100245_0367319_0077693,,False,,False,211 lb,2028-11-23,1989-01-24,,5'-10'',2023-11-23,B,,M,,,False
,generated.photos_v3_0089660,,"563 Tumbleweed Road, Eloy, AZ 85131",BRO,D67477168,,,,,,,,,Mark Thompson,,,,,,,,,white,BRO,,generated.photos_v3_0089660,,True,,False,108 lb,2026-10-04,1993-05-01,,6'-09'',2021-10-04,D,,M,,,False
,generated.photos_v3_0076878,,"98 Alma School Road, Chandler, AZ 85224",BRO,D77937153,,,,,,,,,Victoria Munoz,,,,,,,,,latino,BRO,,generated.photos_v3_0076878,,False,,False,111 lb,2027-04-07,1991-08-12,,5'-01'',2022-04-07,B,,F,,,False
,generated.photos_v3_0021726_0081156_0116645,,"393 N. Dysart Road, El Mirage, AZ 85335",BLK,D69742151,,,,,,,,,Alicia Allen,,,,,,,,,black,BRO,,generated.photos_v3_0021726_0081156_0116645,,False,,False,116 lb,2026-10-21,1995-09-10,,5'-08'',2021-10-21,A,,F,,,False
,generated.photos_v3_0076134_0766168_0960582,,"5499 Naranja Drive, Oro Valley, AZ 85737",BRO,D74143485,,,,,,,,,Jalen Wells,,,,,,,,,black,BRO,,generated.photos_v3_0076134_0766168_0960582,,False,,False,171 lb,2026-06-08,1995-09-19,,6'-09'',2021-06-08,A,,M,,,False
,generated.photos_v3_0020141,,"31 Desert Shadow Drive, Sahuarita, AZ 85629",BRO,D84287095,,,,,,,,,Hector Salazar,,,,,,,,,latino,BRO,,generated.photos_v3_0020141,,False,,False,206 lb,2025-06-18,1994-04-01,,5'-00'',2020-06-18,A,,M,,,False
,generated.photos_v3_0096595,,"388 A Avenue, Douglas, AZ 85607",BRO,D95899564,,,,,,,,,Jose Nelson,,,,,,,,,white,BRO,,generated.photos_v3_0096595,,False,,False,175 lb,2026-05-12,1983-09-29,,7'-06'',2021-05-12,B,,M,,,False
,generated.photos_v3_0032799_0851917_0698646,,"48 Manzanita Road, Payson, AZ 85541",BLK,D34017127,,,,,,,,,Tasha Turner,,,,,,,,,black,BRO,,generated.photos_v3_0032799_0851917_0698646,,True,,False,115 lb,2025-04-10,1993-02-03,,7'-02'',2020-04-10,A,,F,,,False
,generated.photos_v3_0058011,,"5717 Broadway Road, Tempe, AZ 85281",BRO,D16210373,,,,,,,,,Jia Matsuda,,,,,,,,,asian,BRO,,generated.photos_v3_0058011,,False,,False,198 lb,2027-01-25,1995-06-14,,7'-03'',2022-01-25,A,,F,,,False
,generated.photos_v3_0017712,,"2203 Yuma Road, Buckeye, AZ 85326",BRO,D41823091,,,,,,,,,Leah Scott,,,,,,,,,white,BRO,,generated.photos_v3_0017712,,False,,False,192 lb,2028-09-23,1991-03-20,,5'-04'',2023-09-23,B,,F,,,True
,generated.photos_v3_0059333,,"1 Airport Road, Payson, AZ 85541",BRO,D24188064,,,,,,,,,Alora Johnson,,,,,,,,,white,BRO,,generated.photos_v3_0059333,,False,,False,183 lb,2025-02-08,1994-08-05,,6'-07'',2020-02-08,C,,F,,,False
,generated.photos_v3_0108166_0995943_0736398,,"44 Cactus Road, Surprise, AZ 85374",BLK,D95960327,,,,,,,,,Tyrell Gordon,,,,,,,,,black,BRO,,generated.photos_v3_0108166_0995943_0736398,,False,,False,158 lb,2026-10-21,1997-07-28,,7'-03'',2021-10-21,C,,M,,,False
,generated.photos_v3_0021471,,"4173 Frontier Street, Payson, AZ 85541",GRY,D67025386,,,,,,,,,Andrew Brown,,,,,,,,,white,BRO,,generated.photos_v3_0021471,,False,,False,107 lb,2026-11-21,1965-07-20,,5'-05'',2021-11-21,A,,M,,,False
,generated.photos_v3_0053781,,"944 Lemon Street, Tempe, AZ 85281",BRO,D28483577,,,,,,,,,Liwei Kwon,,,,,,,,,asian,BRO,,generated.photos_v3_0053781,,False,,False,208 lb,2025-02-16,2006-05-11,,7'-05'',2020-02-16,B,,M,,,False
,generated.photos_v3_0060363,,"5171 Moon Canyon Road, Bisbee, AZ 85603",BRO,D22295491,,,,,,,,,Brooklyn Baker,,,,,,,,,white,BRO,,generated.photos_v3_0060363,,False,,False,163 lb,2025-10-19,1988-02-17,,5'-00'',2020-10-19,C,,F,,,False
,generated.photos_v3_0066706,,"21 Cotton Lane, Surprise, AZ 85374",BRO,D36680028,,,,,,,,,Milani Harris,,,,,,,,,white,BRO,,generated.photos_v3_0066706,,False,,False,111 lb,2029-05-16,1985-03-02,,6'-03'',2024-05-16,B,,F,,,False
,generated.photos_v3_0085310,,"8794 Linda Vista Boulevard, Oro Valley, AZ 85737",BLK,D58709807,,,,,,,,,Emma Alvarez,,,,,,,,,latino,BRO,,generated.photos_v3_0085310,,False,,False,116 lb,2026-04-03,1997-06-21,,5'-11'',2021-04-03,A,,F,,,False
,generated.photos_v3_0025367,,"4767 N. Dysart Road, El Mirage, AZ 85335",BRO,D12586291,,,,,,,,,Larry Carter,,,,,,,,,white,BRO,,generated.photos_v3_0025367,,True,,False,185 lb,2027-07-29,1996-05-08,,5'-07'',2022-07-29,C,,M,,,False
,generated.photos_v3_0076134_0766168_0075487,,"6270 Trekell Road, Casa Grande, AZ 85122",BLK,D75061985,,,,,,,,,Jaleel Walker,,,,,,,,,black,BRO,,generated.photos_v3_0076134_0766168_0075487,,False,,False,128 lb,2028-02-26,1996-09-11,,5'-09'',2023-02-26,B,,M,,,False
,generated.photos_v3_0096146,,"71 Lower Buckeye Road, Avondale, AZ 85323",BLK,D14067435,,,,,,,,,Nao Yao,,,,,,,,,asian,BRO,,generated.photos_v3_0096146,,True,,False,164 lb,2027-11-01,2002-10-17,,5'-05'',2022-11-01,C,,F,,,False
,generated.photos_v3_0037951,,"6423 Sheldon Street, Prescott, AZ 86301",BRO,D48156190,,,,,,,,,Latisha Brooks,,,,,,,,,black,BRO,,generated.photos_v3_0037951,,False,,False,172 lb,2026-01-01,1995-01-23,,5'-03'',2021-01-01,C,,F,,,False
,generated.photos_v3_0058414,,"69 Bella Sera Drive, Bullhead City, AZ 86442",BRO,D21784777,,,,,,,,,Penelope Phillips,,,,,,,,,white,BLU,,generated.photos_v3_0058414,,False,,False,110 lb,2025-04-28,1994-06-11,,5'-09'',2020-04-28,C,,F,,,False
,generated.photos_v3_0079389_0652990_0209355,,"1351 Old West Highway, Florence, AZ 85132",BRO,D39804459,,,,,,,,,Nakia Murphy,,,,,,,,,black,BRO,,generated.photos_v3_0079389_0652990_0209355,,False,,False,186 lb,2025-10-04,1995-09-17,,7'-06'',2020-10-04,B,,F,,,False
,generated.photos_v3_0021882,,"9032 County 14th Street, Somerton, AZ 85350",BLN,D51401525,,,,,,,,,Luna Phillips,,,,,,,,,white,BLU,,generated.photos_v3_0021882,,False,,False,182 lb,2027-09-04,1991-01-10,,6'-00'',2022-09-04,C,,F,,,False
,generated.photos_v3_0013830,,"71 Superstition Boulevard, Apache Junction, AZ 85120",BRO,D74156227,,,,,,,,,Tamika Stewart,,,,,,,,,black,BRO,,generated.photos_v3_0013830,,False,,False,136 lb,2027-03-08,1998-09-13,,6'-04'',2022-03-08,B,,F,,,False
,generated.photos_v3_0051381,,"7016 Lindsay Road, Mesa, AZ 85201",BLK,D89236978,,,,,,,,,Hao Liu,,,,,,,,,asian,BRO,,generated.photos_v3_0051381,,False,,False,130 lb,2026-05-29,1999-03-05,,5'-03'',2021-05-29,C,,M,,,True
,generated.photos_v3_0057519,,"43 Hunt Highway, Florence, AZ 85132",BRO,D99234701,,,,,,,,,Tyrell Anderson,,,,,,,,,black,BRO,,generated.photos_v3_0057519,,False,,False,100 lb,2025-05-04,1988-08-09,,5'-11'',2020-05-04,D,,M,,,False
,generated.photos_v3_0000333,,"70 Camelback Road, Scottsdale, AZ 85250",BRO,D91748772,,,,,,,,,So-hee Wu,,,,,,,,,asian,BRO,,generated.photos_v3_0000333,,False,,False,158 lb,2025-02-23,1996-10-02,,5'-00'',2020-02-23,A,,F,,,False
,generated.photos_v3_0028483,,"22 Palo Verde Road, Buckeye, AZ 85326",BLK,D36391254,,,,,,,,,Emilio Vega,,,,,,,,,latino,BRO,,generated.photos_v3_0028483,,False,,False,124 lb,2029-07-19,1985-01-10,,6'-07'',2024-07-19,D,,M,,,True
,generated.photos_v3_0063694,,"7775 Canal Street, Somerton, AZ 85350",BRO,D03718167,,,,,,,,,Kenneth Hill,,,,,,,,,white,BRO,,generated.photos_v3_0063694,,False,,False,113 lb,2028-09-24,1997-12-24,,5'-00'',2023-09-24,A,,M,,,False
,generated.photos_v3_0037548,,"7011 Camelback Road, Goodyear, AZ 85338",BRO,D14919970,,,,,,,,,Evelyn Miller,,,,,,,,,white,BRO,,generated.photos_v3_0037548,,True,,False,190 lb,2029-04-04,1990-11-03,,7'-11'',2024-04-04,A,,F,,,False
,generated.photos_v3_0027997,,"38 Lincoln Street, Phoenix, AZ 85001",BRO,D54764057,,,,,,,,,Genesis Cruz,,,,,,,,,latino,BRO,,generated.photos_v3_0027997,,False,,False,183 lb,2028-07-02,1996-01-22,,5'-11'',2023-07-02,D,,F,,,False
,generated.photos_v3_0031482_0683247_0593829,,"440 Hardy Road, Oro Valley, AZ 85737",BLK,D99950067,,,,,,,,,Tequila Dixon,,,,,,,,,black,BRO,,generated.photos_v3_0031482_0683247_0593829,,False,,False,172 lb,2026-02-18,1996-12-14,,5'-06'',2021-02-18,B,,F,,,True
,generated.photos_v3_0071535,,"43 Cottonwood Street, Cottonwood, AZ 86326",BRO,D66553368,,,,,,,,,Sarika Yoshida,,,,,,,,,asian,BRO,,generated.photos_v3_0071535,,False,,False,159 lb,2026-06-23,1991-07-19,,6'-04'',2021-06-23,D,,F,,,False
,generated.photos_v3_0024483,,"68 Carmen Avenue, Sierra Vista, AZ 85635",BLN,D46682456,,,,,,,,,Aubrey Rivera,,,,,,,,,white,BLU,,generated.photos_v3_0024483,,False,,False,199 lb,2025-01-24,1983-03-21,,6'-10'',2020-01-24,C,,F,,,False
,generated.photos_v3_0079790,,"241 S. Capri Lane, Lake Havasu City, AZ 86403",BLK,D46115931,,,,,,,,,Daniel Juarez,,,,,,,,,latino,BRO,,generated.photos_v3_0079790,,False,,False,152 lb,2029-11-18,1997-03-30,,5'-02'',2024-11-18,D,,M,,,False
,generated.photos_v3_0046206,,"96 S. McLane Road, Payson, AZ 85541",BRO,D10850446,,,,,,,,,Raj Bai,,,,,,,,,asian,BRO,,generated.photos_v3_0046206,,False,,False,100 lb,2027-02-16,2002-08-14,,5'-05'',2022-02-16,B,,M,,,False
,generated.photos_v3_0032587,,"3458 Frontier Street, Eloy, AZ 85131",BRO,D99338732,,,,,,,,,Maya Gomez,,,,,,,,,latino,BRO,,generated.photos_v3_0032587,,False,,False,195 lb,2028-01-14,1990-05-21,,5'-08'',2023-01-14,B,,F,,,False
,generated.photos_v3_0004021,,"17 Honeycutt Road, Maricopa, AZ 85138",BRO,D98476342,,,,,,,,,Ayumi Bai,,,,,,,,,asian,BRO,,generated.photos_v3_0004021,,False,,False,111 lb,2025-08-11,1997-10-24,,5'-11'',2020-08-11,A,,F,,,True
